program_slug,program_name,name,number,rubric,requirement,component
chemistry-biochemistry-concentration-bs,Chemistry Biochemistry Concentration BS,General Physics I,1307,PHYS,Science and Mathematics,Major Requirements
chemistry-biochemistry-concentration-bs,Chemistry Biochemistry Concentration BS,General Physics Laboratory I,1107,PHYS,Science and Mathematics,Major Requirements
chemistry-biochemistry-concentration-bs,Chemistry Biochemistry Concentration BS,Physics I,2401,PHYS,Science and Mathematics,Major Requirements
chemistry-biochemistry-concentration-bs,Chemistry Biochemistry Concentration BS,Physics Laboratory I,2101,PHYS,Science and Mathematics,Major Requirements
chemistry-biochemistry-concentration-bs,Chemistry Biochemistry Concentration BS,General Physics II,1308,PHYS,Science and Mathematics,Major Requirements
chemistry-biochemistry-concentration-bs,Chemistry Biochemistry Concentration BS,General Physics Laboratory II,1108,PHYS,Science and Mathematics,Major Requirements
chemistry-biochemistry-concentration-bs,Chemistry Biochemistry Concentration BS,Physics II,2402,PHYS,Science and Mathematics,Major Requirements
chemistry-biochemistry-concentration-bs,Chemistry Biochemistry Concentration BS,Physics Laboratory II,2102,PHYS,Science and Mathematics,Major Requirements
chemistry-biochemistry-concentration-bs,Chemistry Biochemistry Concentration BS,Statistical Analysis for Natural Science,3311,STAT,Science and Mathematics,Major Requirements
chemistry-biochemistry-concentration-bs,Chemistry Biochemistry Concentration BS,Introduction to Computer Science with Visual Basic,1408,CS,Science and Mathematics,Major Requirements
chemistry-biochemistry-concentration-bs,Chemistry Biochemistry Concentration BS,CS I-Introduction to Computer Science with C++,1410,CS,Science and Mathematics,Major Requirements
chemistry-biochemistry-concentration-bs,Chemistry Biochemistry Concentration BS,General Genetics,3303,BIOL,Major Area of Emphasis,Major Requirements
chemistry-biochemistry-concentration-bs,Chemistry Biochemistry Concentration BS,General Genetics Laboratory,3103,BIOL,Major Area of Emphasis,Major Requirements
chemistry-biochemistry-concentration-bs,Chemistry Biochemistry Concentration BS,Human Physiology,3320,BIOL,Major Area of Emphasis,Major Requirements
chemistry-biochemistry-concentration-bs,Chemistry Biochemistry Concentration BS,Human Physiology Laboratory,3120,BIOL,Major Area of Emphasis,Major Requirements
chemistry-biochemistry-concentration-bs,Chemistry Biochemistry Concentration BS,Cellular Biology,4320,BIOL,Major Area of Emphasis,Major Requirements
chemistry-biochemistry-concentration-bs,Chemistry Biochemistry Concentration BS,Molecular Biology,4330,BIOL,Major Area of Emphasis,Major Requirements
chemistry-biochemistry-concentration-bs,Chemistry Biochemistry Concentration BS,Organic Chemistry I,3301,CHEM,Major Area of Emphasis,Major Requirements
chemistry-biochemistry-concentration-bs,Chemistry Biochemistry Concentration BS,Organic Chemistry Laboratory I,3201,CHEM,Major Area of Emphasis,Major Requirements
chemistry-biochemistry-concentration-bs,Chemistry Biochemistry Concentration BS,Organic Chemistry II,3302,CHEM,Major Area of Emphasis,Major Requirements
chemistry-biochemistry-concentration-bs,Chemistry Biochemistry Concentration BS,Organic Chemistry Laboratory II,3202,CHEM,Major Area of Emphasis,Major Requirements
chemistry-biochemistry-concentration-bs,Chemistry Biochemistry Concentration BS,Quantitative Analysis,3310,CHEM,Major Area of Emphasis,Major Requirements
chemistry-biochemistry-concentration-bs,Chemistry Biochemistry Concentration BS,Quantitative Analysis Laboratory,3110,CHEM,Major Area of Emphasis,Major Requirements
chemistry-biochemistry-concentration-bs,Chemistry Biochemistry Concentration BS,Undergraduate Research,3300,CHEM,Major Area of Emphasis,Major Requirements
chemistry-biochemistry-concentration-bs,Chemistry Biochemistry Concentration BS,Physical Chemistry I,3330,CHEM,Major Area of Emphasis,Major Requirements
chemistry-biochemistry-concentration-bs,Chemistry Biochemistry Concentration BS,Physical Chemistry Laboratory I,3130,CHEM,Major Area of Emphasis,Major Requirements
chemistry-biochemistry-concentration-bs,Chemistry Biochemistry Concentration BS,General Biochemistry I,4340,CHEM,Major Area of Emphasis,Major Requirements
chemistry-biochemistry-concentration-bs,Chemistry Biochemistry Concentration BS,General Biochemistry Lab I,4140,CHEM,Major Area of Emphasis,Major Requirements
chemistry-biochemistry-concentration-bs,Chemistry Biochemistry Concentration BS,General Biochemistry II,4342,CHEM,Major Area of Emphasis,Major Requirements
chemistry-biochemistry-concentration-bs,Chemistry Biochemistry Concentration BS,Principles of Pharmacology and Toxicology,4344,CHEM,Major Area of Emphasis,Major Requirements
chemistry-biochemistry-concentration-bs,Chemistry Biochemistry Concentration BS,Advanced Inorganic Chemistry,4362,CHEM,Major Area of Emphasis,Major Requirements
chemistry-biochemistry-concentration-bs,Chemistry Biochemistry Concentration BS,Advanced Inorganic Laboratory,4162,CHEM,Major Area of Emphasis,Major Requirements
chemistry-bs,Chemistry BS,Business and Technical Report Writing,3302,ENG,Technical Writing Course,Major Requirements
chemistry-bs,Chemistry BS,Medical Writing,3325,ENG,Technical Writing Course,Major Requirements
chemistry-bs,Chemistry BS,Proposal Writing,3326,ENG,Technical Writing Course,Major Requirements
chemistry-bs,Chemistry BS,Environmental Writing,3329,ENG,Technical Writing Course,Major Requirements
chemistry-bs,Chemistry BS,Science Writing,4306,ENG,Technical Writing Course,Major Requirements
chemistry-bs,Chemistry BS,General Biology I,1301,BIOL,Science and Mathematics,Major Requirements
chemistry-bs,Chemistry BS,General Biology Laboratory I,1101,BIOL,Science and Mathematics,Major Requirements
chemistry-bs,Chemistry BS,General Biology II,1302,BIOL,Science and Mathematics,Major Requirements
chemistry-bs,Chemistry BS,General Biology Laboratory II,1102,BIOL,Science and Mathematics,Major Requirements
chemistry-bs,Chemistry BS,General Chemistry I,1307,CHEM,Science and Mathematics,Major Requirements
chemistry-bs,Chemistry BS,General Chemistry Laboratory I,1107,CHEM,Science and Mathematics,Major Requirements
chemistry-bs,Chemistry BS,General Chemistry II,1308,CHEM,Science and Mathematics,Major Requirements
chemistry-bs,Chemistry BS,General Chemistry Laboratory II,1108,CHEM,Science and Mathematics,Major Requirements
chemistry-bs,Chemistry BS,Calculus I,2401,MATH,Science and Mathematics,Major Requirements
chemistry-bs,Chemistry BS,Calculus II,2402,MATH,Science and Mathematics,Major Requirements
chemistry-bs,Chemistry BS,Calculus III,2403,MATH,Science and Mathematics,Major Requirements
chemistry-bs,Chemistry BS,General Physics I,1307,PHYS,Science and Mathematics,Major Requirements
chemistry-bs,Chemistry BS,General Physics Laboratory I,1107,PHYS,Science and Mathematics,Major Requirements
chemistry-bs,Chemistry BS,Physics I,2401,PHYS,Science and Mathematics,Major Requirements
chemistry-bs,Chemistry BS,Physics Laboratory I,2101,PHYS,Science and Mathematics,Major Requirements
chemistry-bs,Chemistry BS,General Physics II,1308,PHYS,Science and Mathematics,Major Requirements
chemistry-bs,Chemistry BS,General Physics Laboratory II,1108,PHYS,Science and Mathematics,Major Requirements
chemistry-bs,Chemistry BS,Physics II,2402,PHYS,Science and Mathematics,Major Requirements
chemistry-bs,Chemistry BS,Physics Laboratory II,2102,PHYS,Science and Mathematics,Major Requirements
chemistry-bs,Chemistry BS,Introduction to Computer Science with Visual Basic,1408,CS,Science and Mathematics,Major Requirements
chemistry-bs,Chemistry BS,CS I-Introduction to Computer Science with C++,1410,CS,Science and Mathematics,Major Requirements
chemistry-bs,Chemistry BS,Statistical Analysis for Natural Science,3311,STAT,Science and Mathematics,Major Requirements
chemistry-bs,Chemistry BS,Undergraduate Research,3300,CHEM,Major Area of Emphasis,Major Requirements
chemistry-bs,Chemistry BS,Organic Chemistry I,3301,CHEM,Major Area of Emphasis,Major Requirements
chemistry-bs,Chemistry BS,Organic Chemistry Laboratory I,3201,CHEM,Major Area of Emphasis,Major Requirements
chemistry-bs,Chemistry BS,Organic Chemistry II,3302,CHEM,Major Area of Emphasis,Major Requirements
chemistry-bs,Chemistry BS,Organic Chemistry Laboratory II,3202,CHEM,Major Area of Emphasis,Major Requirements
chemistry-bs,Chemistry BS,Quantitative Analysis,3310,CHEM,Major Area of Emphasis,Major Requirements
chemistry-bs,Chemistry BS,Quantitative Analysis Laboratory,3110,CHEM,Major Area of Emphasis,Major Requirements
chemistry-bs,Chemistry BS,Environmental Chemistry,3320,CHEM,Major Area of Emphasis,Major Requirements
chemistry-bs,Chemistry BS,Physical Chemistry I,3330,CHEM,Major Area of Emphasis,Major Requirements
chemistry-bs,Chemistry BS,Physical Chemistry Laboratory I,3130,CHEM,Major Area of Emphasis,Major Requirements
chemistry-bs,Chemistry BS,Physical Chemistry II,3332,CHEM,Major Area of Emphasis,Major Requirements
chemistry-bs,Chemistry BS,Physical Chemistry Laboratory II,3132,CHEM,Major Area of Emphasis,Major Requirements
chemistry-bs,Chemistry BS,Instrumental Methods of Analysis,4410,CHEM,Major Area of Emphasis,Major Requirements
chemistry-bs,Chemistry BS,General Biochemistry I,4340,CHEM,Major Area of Emphasis,Major Requirements
chemistry-bs,Chemistry BS,General Biochemistry Lab I,4140,CHEM,Major Area of Emphasis,Major Requirements
chemistry-bs,Chemistry BS,Advanced Inorganic Chemistry,4362,CHEM,Major Area of Emphasis,Major Requirements
chemistry-bs,Chemistry BS,Advanced Inorganic Laboratory,4162,CHEM,Major Area of Emphasis,Major Requirements
chemistry-bs,Chemistry BS,Polymer Chemistry,4364,CHEM,Major Area of Emphasis,Major Requirements
chemistry-environmental-chemistry-concentration-bs,Chemistry Environmental Chemistry Concentration BS,Business and Technical Report Writing,3302,ENG,Technical Writing Course,Major Requirements
chemistry-environmental-chemistry-concentration-bs,Chemistry Environmental Chemistry Concentration BS,Science Writing,4306,ENG,Technical Writing Course,Major Requirements
chemistry-environmental-chemistry-concentration-bs,Chemistry Environmental Chemistry Concentration BS,General Biology I,1301,BIOL,Science and Mathematics,Major Requirements
chemistry-environmental-chemistry-concentration-bs,Chemistry Environmental Chemistry Concentration BS,General Biology Laboratory I,1101,BIOL,Science and Mathematics,Major Requirements
chemistry-environmental-chemistry-concentration-bs,Chemistry Environmental Chemistry Concentration BS,General Biology II,1302,BIOL,Science and Mathematics,Major Requirements
chemistry-environmental-chemistry-concentration-bs,Chemistry Environmental Chemistry Concentration BS,General Biology Laboratory II,1102,BIOL,Science and Mathematics,Major Requirements
chemistry-environmental-chemistry-concentration-bs,Chemistry Environmental Chemistry Concentration BS,General Chemistry I,1307,CHEM,Science and Mathematics,Major Requirements
chemistry-environmental-chemistry-concentration-bs,Chemistry Environmental Chemistry Concentration BS,General Chemistry Laboratory I,1107,CHEM,Science and Mathematics,Major Requirements
chemistry-environmental-chemistry-concentration-bs,Chemistry Environmental Chemistry Concentration BS,General Chemistry II,1308,CHEM,Science and Mathematics,Major Requirements
chemistry-environmental-chemistry-concentration-bs,Chemistry Environmental Chemistry Concentration BS,General Chemistry Laboratory II,1108,CHEM,Science and Mathematics,Major Requirements
chemistry-environmental-chemistry-concentration-bs,Chemistry Environmental Chemistry Concentration BS,Introduction to Computer Science with Visual Basic,1408,CS,Science and Mathematics,Major Requirements
chemistry-environmental-chemistry-concentration-bs,Chemistry Environmental Chemistry Concentration BS,CS I-Introduction to Computer Science with C++,1410,CS,Science and Mathematics,Major Requirements
chemistry-environmental-chemistry-concentration-bs,Chemistry Environmental Chemistry Concentration BS,Statistical Analysis for Natural Science,3311,STAT,Science and Mathematics,Major Requirements
chemistry-environmental-chemistry-concentration-bs,Chemistry Environmental Chemistry Concentration BS,Physical Geology,1305,GEOL,Science and Mathematics,Major Requirements
chemistry-environmental-chemistry-concentration-bs,Chemistry Environmental Chemistry Concentration BS,Physical Geology Laboratory,1105,GEOL,Science and Mathematics,Major Requirements
chemistry-environmental-chemistry-concentration-bs,Chemistry Environmental Chemistry Concentration BS,General Microbiology,2305,MBIO,Science and Mathematics,Major Requirements
chemistry-environmental-chemistry-concentration-bs,Chemistry Environmental Chemistry Concentration BS,General Microbiology Lab,2105,MBIO,Science and Mathematics,Major Requirements
chemistry-environmental-chemistry-concentration-bs,Chemistry Environmental Chemistry Concentration BS,Calculus I for the Natural Sciences,2411,MATH,Science and Mathematics,Major Requirements
chemistry-environmental-chemistry-concentration-bs,Chemistry Environmental Chemistry Concentration BS,Calculus I,2401,MATH,Science and Mathematics,Major Requirements
