degree name,course id,course name,component area,guidance,component guidance,requirement area
General Business B.S.,ECON 3311,Money and Banking Credit Hours: 3,College Core Requirements 48 hours,"The following courses, or their approved equivalents, together with accounting and economics principles and business law, constitute the business core and are required of all business students. No more than 6 hours of grades in the range of D+, D or D- are permitted in Upper-Level 33XX and 43XX Business Core Requirements.",Two 1- hour Life and Physical Science Labs,Core Requirements for Business Majors 48 hours
General Business B.S.,FINC 3331,Business Finance Credit Hours: 3,College Core Requirements 48 hours,"The following courses, or their approved equivalents, together with accounting and economics principles and business law, constitute the business core and are required of all business students. No more than 6 hours of grades in the range of D+, D or D- are permitted in Upper-Level 33XX and 43XX Business Core Requirements.",Two 1- hour Life and Physical Science Labs,Core Requirements for Business Majors 48 hours
Social Work B.S.W.,BIOL 1307,Biology for Science Majors II Credit Hours: 3,University Core Requirements 42 Hours,", and through program faculty.",,Life and Physical Sciences 6 hours
Social Work B.S.W.,BIOL 1308,Biology for Non-Science Majors I,University Core Requirements 42 Hours,", and through program faculty.",,Life and Physical Sciences 6 hours
Social Work B.S.W.,BIOL 1309,Biology for Non-Science Majors II Credit Hours: 3,University Core Requirements 42 Hours,", and through program faculty.",,Life and Physical Sciences 6 hours
Social Work B.S.W.,BIOL 2301,Anatomy & Physiology I Credit Hours: 3,University Core Requirements 42 Hours,", and through program faculty.",,Life and Physical Sciences 6 hours
Social Work B.S.W.,BIOL 2302,Anatomy & Physiology II Credit Hours: 3,University Core Requirements 42 Hours,", and through program faculty.",,Life and Physical Sciences 6 hours
Social Work B.S.W.,CHEM 1305,Introductory Chemistry I Credit Hours: 3,University Core Requirements 42 Hours,", and through program faculty.",,Life and Physical Sciences 6 hours
Social Work B.S.W.,CHEM 1311,General Chemistry I,University Core Requirements 42 Hours,", and through program faculty.",,Life and Physical Sciences 6 hours
Social Work B.S.W.,CHEM 1312,General Chemistry II Credit Hours: 3,University Core Requirements 42 Hours,", and through program faculty.",,Life and Physical Sciences 6 hours
Finance B.S.,ECON 3311,Money and Banking Credit Hours: 3,College Core Requirements 48 hours,"The following courses, or their approved equivalents, together with accounting and economics principles and business law, constitute the business core and are required of all business students. No more than 6 hours of grades in the range of D+, D or D- are permitted in Upper-Level 33XX and 43XX Business Core Requirements.",Two 1- hour Life and Physical Science Labs,Core Requirements for Business Majors 48 hours
Finance B.S.,FINC 3331,Business Finance Credit Hours: 3,College Core Requirements 48 hours,"The following courses, or their approved equivalents, together with accounting and economics principles and business law, constitute the business core and are required of all business students. No more than 6 hours of grades in the range of D+, D or D- are permitted in Upper-Level 33XX and 43XX Business Core Requirements.",Two 1- hour Life and Physical Science Labs,Core Requirements for Business Majors 48 hours
Finance B.S.,ISAM 3303,Information Systems for Management Credit Hours: 3,College Core Requirements 48 hours,"The following courses, or their approved equivalents, together with accounting and economics principles and business law, constitute the business core and are required of all business students. No more than 6 hours of grades in the range of D+, D or D- are permitted in Upper-Level 33XX and 43XX Business Core Requirements.",Two 1- hour Life and Physical Science Labs,Core Requirements for Business Majors 48 hours
Finance B.S.,MGMT 3301,Management Theory and Practice Credit Hours: 3,College Core Requirements 48 hours,"The following courses, or their approved equivalents, together with accounting and economics principles and business law, constitute the business core and are required of all business students. No more than 6 hours of grades in the range of D+, D or D- are permitted in Upper-Level 33XX and 43XX Business Core Requirements.",Two 1- hour Life and Physical Science Labs,Core Requirements for Business Majors 48 hours
Finance B.S.,MGMT 4312,Strategic Management Capstone Credit Hours: 3,College Core Requirements 48 hours,"The following courses, or their approved equivalents, together with accounting and economics principles and business law, constitute the business core and are required of all business students. No more than 6 hours of grades in the range of D+, D or D- are permitted in Upper-Level 33XX and 43XX Business Core Requirements.",Two 1- hour Life and Physical Science Labs,Core Requirements for Business Majors 48 hours
Accounting B.S.,LEGL 2301,Legal Environment of Business Credit Hours: 3,College Core Requirements 48 hours,"To assist students in obtainingsufficient background to prepare for Upper-Level business courses, the following curriculum is required. The following courses, constitute the business core and are required of all business students. No more than 6 hours of grades in the range of D+, D or D- are permitted in Upper-Level 33XX and 43XX Business Core Requirements.",Two 1- hour Life and Physical Science Labs,Core Requirements for Business Majors 48 hours
Accounting B.S.,MATH 1325,Calculus for Business and Social Sciences Credit Hours: 3,College Core Requirements 48 hours,"To assist students in obtainingsufficient background to prepare for Upper-Level business courses, the following curriculum is required. The following courses, constitute the business core and are required of all business students. No more than 6 hours of grades in the range of D+, D or D- are permitted in Upper-Level 33XX and 43XX Business Core Requirements.",Two 1- hour Life and Physical Science Labs,Core Requirements for Business Majors 48 hours
Accounting B.S.,DSCI 3321,Statistics I Credit Hours: 3,College Core Requirements 48 hours,"To assist students in obtainingsufficient background to prepare for Upper-Level business courses, the following curriculum is required. The following courses, constitute the business core and are required of all business students. No more than 6 hours of grades in the range of D+, D or D- are permitted in Upper-Level 33XX and 43XX Business Core Requirements.",Two 1- hour Life and Physical Science Labs,Core Requirements for Business Majors 48 hours
Accounting B.S.,DSCI 3331,Quantitative Methods for Management Credit Hours: 3,College Core Requirements 48 hours,"To assist students in obtainingsufficient background to prepare for Upper-Level business courses, the following curriculum is required. The following courses, constitute the business core and are required of all business students. No more than 6 hours of grades in the range of D+, D or D- are permitted in Upper-Level 33XX and 43XX Business Core Requirements.",Two 1- hour Life and Physical Science Labs,Core Requirements for Business Majors 48 hours
